"is"	"becomes"
"6266"	55443	3
"6267"	55444	4
"6268"	55445	5
"6269"	55447	4
"6270"	55451	99
"6271"	55452	2
"6272"	55453	3
"6273"	55454	5
"6274"	55455	5
"6275"	55457	5
"6276"	55472	2
"6277"	55473	3
"6278"	55474	4
"6279"	55475	5
"6280"	55477	5
"6281"	55511	5
"6282"	55512	2
"6283"	55513	3
"6284"	55514	99
"6285"	55515	5
"6286"	55517	99
"6287"	55521	5
"6288"	55522	2
"6289"	55523	5
"6290"	55524	5
"6291"	55525	5
"6292"	55527	5
"6293"	55531	3
"6294"	55532	2
"6295"	55533	3
"6296"	55534	3
"6297"	55535	5
"6298"	55537	3
"6299"	55541	99
"6300"	55542	2
"6301"	55543	3
"6302"	55544	5
"6303"	55545	5
"6304"	55547	5
"6305"	55551	5
"6306"	55552	5
"6307"	55553	5
"6308"	55554	5
"6309"	55555	5
"6310"	55557	5
"6311"	55571	99
"6312"	55572	2
"6313"	55573	3
"6314"	55574	5
"6315"	55575	5
"6316"	55577	5
"6317"	55711	99
"6318"	55712	2
"6319"	55713	3
"6320"	55715	99
"6321"	55717	99
"6322"	55721	5
"6323"	55722	2
"6324"	55723	5
"6325"	55724	5
"6326"	55725	5
"6327"	55727	5
"6328"	55731	3
"6329"	55732	2
"6330"	55733	3
"6331"	55734	3
"6332"	55735	3
"6333"	55737	3
"6334"	55742	2
"6335"	55743	3
"6336"	55744	4
"6337"	55745	5
"6338"	55747	5
"6339"	55751	99
"6340"	55752	2
"6341"	55753	3
"6342"	55754	5
"6343"	55755	5
"6344"	55757	5
"6345"	55772	2
"6346"	55773	3
"6347"	55774	5
"6348"	55775	5
"6349"	55777	7
"6350"	57111	99
"6351"	57112	2
"6352"	57113	3
"6353"	57115	99
"6354"	57117	99
"6355"	57121	1
"6356"	57122	2
"6357"	57123	1
"6358"	57125	5
"6359"	57127	7
"6360"	57131	3
"6361"	57132	2
"6362"	57133	3
"6363"	57135	3
"6364"	57151	99
"6365"	57152	2
"6366"	57153	3
"6367"	57155	99
"6368"	57157	99
"6369"	57211	1
"6370"	57212	2
"6371"	57213	1
"6372"	57214	1
"6373"	57215	5
"6374"	57217	7
"6375"	57221	2
"6376"	57222	2
"6377"	57223	2
"6378"	57224	2
"6379"	57225	2
"6380"	57227	2
"6381"	57231	1
"6382"	57232	2
"6383"	57233	3
"6384"	57234	2
"6385"	57235	5
"6386"	57237	7
"6387"	57242	2
"6388"	57243	2
"6389"	57244	4
"6390"	57245	5
"6391"	57247	7
"6392"	57251	5
"6393"	57252	2
"6394"	57253	5
"6395"	57254	5
"6396"	57255	5
"6397"	57257	5
"6398"	57272	2
"6399"	57273	7
"6400"	57274	7
"6401"	57275	5
"6402"	57277	7
"6403"	57311	3
"6404"	57312	2
"6405"	57313	3
"6406"	57315	3
"6407"	57321	1
"6408"	57322	2
"6409"	57323	3
"6410"	57324	2
"6411"	57325	5
"6412"	57327	7
"6413"	57331	3
"6414"	57332	2
"6415"	57333	3
"6416"	57334	3
"6417"	57335	3
"6418"	57337	3
"6419"	57342	2
"6420"	57343	3
"6421"	57344	3
"6422"	57345	3
"6423"	57347	3
"6424"	57351	3
"6425"	57352	2
"6426"	57353	3
"6427"	57354	3
"6428"	57355	3
"6429"	57357	3
"6430"	57372	2
"6431"	57373	3
"6432"	57374	3
"6433"	57375	3
"6434"	57377	3
"6435"	57422	2
"6436"	57423	2
"6437"	57424	4
"6438"	57425	5
"6439"	57427	7
"6440"	57432	2
"6441"	57433	3
"6442"	57434	3
"6443"	57435	3
"6444"	57437	3
"6445"	57442	2
"6446"	57443	3
"6447"	57444	4
"6448"	57445	4
"6449"	57447	4
"6450"	57452	2
"6451"	57453	3
"6452"	57454	4
"6453"	57455	5
"6454"	57457	5
"6455"	57472	2
"6456"	57473	3
"6457"	57474	4
"6458"	57475	5
"6459"	57477	7
"6460"	57511	99
"6461"	57512	2
"6462"	57513	3
"6463"	57515	99
"6464"	57517	99
"6465"	57521	5
"6466"	57522	2
"6467"	57523	5
"6468"	57524	5
"6469"	57525	5
"6470"	57527	5
"6471"	57531	3
"6472"	57532	2
"6473"	57533	3
"6474"	57534	3
"6475"	57535	3
"6476"	57537	3
"6477"	57542	2
"6478"	57543	3
"6479"	57544	4
"6480"	57545	5
"6481"	57547	5
"6482"	57551	99
"6483"	57552	2
"6484"	57553	3
"6485"	57554	5
"6486"	57555	5
"6487"	57557	5
"6488"	57572	2
"6489"	57573	3
"6490"	57574	5
"6491"	57575	5
"6492"	57577	7
"6493"	57711	99
"6494"	57712	2
"6495"	57715	99
"6496"	57717	99
"6497"	57721	7
"6498"	57722	2
"6499"	57723	7
"6500"	57724	7
"6501"	57725	5
"6502"	57727	7
"6503"	57732	2
"6504"	57733	3
"6505"	57734	3
"6506"	57735	3
"6507"	57737	3
"6508"	57742	2
"6509"	57743	3
"6510"	57744	4
"6511"	57745	5
"6512"	57747	7
"6513"	57751	99
"6514"	57752	2
"6515"	57753	3
"6516"	57754	5
"6517"	57755	5
"6518"	57757	7
"6519"	57771	99
"6520"	57772	2
"6521"	57773	3
"6522"	57774	7
"6523"	57775	7
"6524"	57777	7
"6525"	71111	1
"6526"	71112	2
"6527"	71113	3
"6528"	71115	99
"6529"	71117	1
"6530"	71121	2
"6531"	71122	2
"6532"	71123	2
"6533"	71125	2
"6534"	71131	3
"6535"	71132	2
"6536"	71133	3
"6537"	71135	3
"6538"	71137	3
"6539"	71151	99
"6540"	71152	2
"6541"	71153	3
"6542"	71155	99
"6543"	71211	2
"6544"	71212	2
"6545"	71213	2
"6546"	71215	2
"6547"	71221	2
"6548"	71222	2
"6549"	71223	2
"6550"	71224	2
"6551"	71225	2
"6552"	71231	2
"6553"	71232	2
"6554"	71233	2
"6555"	71235	2
"6556"	71237	2
"6557"	71251	2
"6558"	71252	2
"6559"	71253	2
"6560"	71254	2
"6561"	71255	2
"6562"	71311	3
"6563"	71312	2
"6564"	71313	3
"6565"	71315	3
"6566"	71321	2
"6567"	71322	2
"6568"	71323	2
"6569"	71325	2
"6570"	71331	3
"6571"	71332	2
"6572"	71333	3
"6573"	71335	3
"6574"	71351	3
"6575"	71352	2
"6576"	71353	3
"6577"	71354	3
"6578"	71355	3
"6579"	71357	3
"6580"	71372	2
"6581"	71373	3
"6582"	71375	3
"6583"	71377	3
"6584"	71412	2
"6585"	71421	2
"6586"	71424	2
"6587"	71432	2
"6588"	71444	99
"6589"	71511	99
"6590"	71512	2
"6591"	71513	3
"6592"	71515	99
"6593"	71521	2
"6594"	71522	2
"6595"	71523	2
"6596"	71524	2
"6597"	71525	2
"6598"	71531	3
"6599"	71532	2
"6600"	71533	3
"6601"	71535	3
"6602"	71551	99
"6603"	71552	2
"6604"	71553	3
"6605"	71554	99
"6606"	71555	99
"6607"	71751	99
"6608"	71753	3
"6609"	71755	99
"6610"	71757	99
"6611"	71772	2
"6612"	71773	3
"6613"	71775	99
"6614"	71777	7
"6615"	72111	2
"6616"	72112	2
"6617"	72113	2
"6618"	72115	2
"6619"	72121	2
"6620"	72122	2
"6621"	72123	2
"6622"	72125	2
"6623"	72132	2
"6624"	72133	2
"6625"	72135	2
"6626"	72151	2
"6627"	72152	2
"6628"	72153	2
"6629"	72155	2
"6630"	72211	2
"6631"	72212	2
"6632"	72213	2
"6633"	72215	2
"6634"	72221	2
"6635"	72222	2
"6636"	72223	2
"6637"	72224	2
"6638"	72225	2
"6639"	72227	2
"6640"	72231	2
"6641"	72232	2
"6642"	72233	2
"6643"	72234	2
"6644"	72235	2
"6645"	72237	2
"6646"	72242	2
"6647"	72243	2
"6648"	72244	2
"6649"	72245	2
"6650"	72247	2
"6651"	72251	2
"6652"	72252	2
"6653"	72253	2
"6654"	72254	2
"6655"	72255	2
"6656"	72257	2
"6657"	72272	2
"6658"	72273	2
"6659"	72274	2
"6660"	72275	2
"6661"	72277	2
"6662"	72311	2
"6663"	72312	2
"6664"	72313	2
"6665"	72315	2
"6666"	72321	2
"6667"	72322	2
"6668"	72323	2
"6669"	72324	2
"6670"	72325	2
"6671"	72327	2
"6672"	72331	2
"6673"	72332	2
"6674"	72333	2
"6675"	72334	2
"6676"	72335	2
"6677"	72337	2
"6678"	72342	2
"6679"	72343	2
"6680"	72344	2
"6681"	72345	2
"6682"	72347	2
"6683"	72351	2
"6684"	72352	2
"6685"	72353	2
"6686"	72354	2
"6687"	72355	2
"6688"	72357	2
"6689"	72372	2
"6690"	72373	2
"6691"	72374	2
"6692"	72375	2
"6693"	72377	2
"6694"	72422	2
"6695"	72423	2
"6696"	72424	2
"6697"	72425	2
"6698"	72427	2
"6699"	72432	2
"6700"	72433	2
"6701"	72434	2
"6702"	72435	2
"6703"	72437	2
"6704"	72442	2
"6705"	72443	2
"6706"	72444	2
"6707"	72445	2
"6708"	72447	2
"6709"	72452	2
"6710"	72453	2
"6711"	72454	2
"6712"	72455	2
"6713"	72457	2
"6714"	72472	2
"6715"	72473	2
"6716"	72474	2
"6717"	72475	2
"6718"	72477	2
"6719"	72511	2
"6720"	72512	2
"6721"	72513	2
"6722"	72515	2
"6723"	72521	2
"6724"	72522	2
"6725"	72523	2
"6726"	72524	2
"6727"	72525	2
"6728"	72527	2
"6729"	72531	2
"6730"	72532	2
"6731"	72533	2
"6732"	72534	2
"6733"	72535	2
"6734"	72537	2
"6735"	72542	2
"6736"	72543	2
"6737"	72544	2
"6738"	72545	2
"6739"	72547	2
"6740"	72551	2
"6741"	72552	2
"6742"	72553	2
"6743"	72554	2
"6744"	72555	2
"6745"	72557	2
"6746"	72572	2
"6747"	72573	2
"6748"	72574	2
"6749"	72575	2
"6750"	72577	2
"6751"	72715	2
"6752"	72722	2
"6753"	72723	2
"6754"	72724	2
"6755"	72725	2
"6756"	72727	2
"6757"	72732	2
"6758"	72733	2
"6759"	72734	2
"6760"	72735	2
"6761"	72737	2
"6762"	72742	2
"6763"	72743	2
"6764"	72744	2
"6765"	72745	2
"6766"	72747	2
"6767"	72752	2
"6768"	72753	2
"6769"	72754	2
"6770"	72755	2
"6771"	72757	2
"6772"	72772	2
"6773"	72773	2
"6774"	72774	2
"6775"	72775	2
"6776"	72777	7
"6777"	73111	3
"6778"	73112	2
"6779"	73113	3
"6780"	73115	3
"6781"	73117	3
"6782"	73121	2
"6783"	73122	2
"6784"	73123	2
"6785"	73125	2
"6786"	73131	3
"6787"	73132	2
"6788"	73133	3
"6789"	73135	3
"6790"	73137	3
"6791"	73151	3
"6792"	73152	2
"6793"	73153	3
"6794"	73155	3
"6795"	73157	3
"6796"	73177	3
"6797"	73211	2
"6798"	73212	2
"6799"	73213	2
"6800"	73215	2
"6801"	73217	2
"6802"	73221	2
"6803"	73222	2
"6804"	73223	2
"6805"	73224	2
"6806"	73225	2
"6807"	73227	2
"6808"	73231	2
"6809"	73232	2
"6810"	73233	2
"6811"	73234	2
"6812"	73235	2
"6813"	73237	2
"6814"	73242	2
"6815"	73243	2
"6816"	73244	2
"6817"	73245	2
"6818"	73247	2
"6819"	73251	2
"6820"	73252	2
"6821"	73253	2
"6822"	73254	2
"6823"	73255	2
"6824"	73257	2
"6825"	73272	2
"6826"	73273	2
"6827"	73274	2
"6828"	73275	2
"6829"	73277	2
"6830"	73311	3
"6831"	73312	2
"6832"	73313	3
"6833"	73315	3
"6834"	73321	2
"6835"	73322	2
"6836"	73323	2
"6837"	73324	2
"6838"	73325	2
"6839"	73327	2
"6840"	73331	3
"6841"	73332	2
"6842"	73333	3
"6843"	73334	3
"6844"	73335	3
"6845"	73337	3
"6846"	73342	2
"6847"	73343	3
"6848"	73344	3
"6849"	73345	3
"6850"	73347	3
"6851"	73351	3
"6852"	73352	2
"6853"	73353	3
"6854"	73354	3
"6855"	73355	3
"6856"	73357	3
"6857"	73371	3
"6858"	73372	2
"6859"	73373	3
"6860"	73374	3
"6861"	73375	3
"6862"	73377	3
"6863"	73421	2
"6864"	73422	2
"6865"	73423	2
"6866"	73424	2
"6867"	73425	2
"6868"	73427	2
"6869"	73432	2
"6870"	73433	3
"6871"	73434	3
"6872"	73435	3
"6873"	73437	3
"6874"	73442	2
"6875"	73443	3
"6876"	73444	3
"6877"	73445	3
"6878"	73447	3
"6879"	73452	2
"6880"	73453	3
"6881"	73454	3
"6882"	73455	3
"6883"	73457	3
"6884"	73472	2
"6885"	73473	3
"6886"	73474	3
"6887"	73475	3
"6888"	73477	3
"6889"	73511	3
"6890"	73512	2
"6891"	73513	3
"6892"	73515	3
"6893"	73517	3
"6894"	73521	2
"6895"	73522	2
"6896"	73523	2
"6897"	73524	2
"6898"	73525	2
"6899"	73527	2
"6900"	73531	3
"6901"	73532	2
"6902"	73533	3
"6903"	73534	3
"6904"	73535	3
"6905"	73537	3
"6906"	73542	2
"6907"	73543	3
"6908"	73544	3
"6909"	73545	3
"6910"	73547	3
"6911"	73551	3
"6912"	73552	2
"6913"	73553	3
"6914"	73554	3
"6915"	73555	3
"6916"	73557	3
"6917"	73572	2
"6918"	73573	3
"6919"	73574	3
"6920"	73575	3
"6921"	73577	3
"6922"	73712	2
"6923"	73713	3
"6924"	73715	3
"6925"	73722	2
"6926"	73723	2
"6927"	73724	2
"6928"	73725	2
"6929"	73727	2
"6930"	73732	2
"6931"	73733	3
"6932"	73734	3
"6933"	73735	3
"6934"	73737	3
"6935"	73742	2
"6936"	73743	3
"6937"	73744	3
"6938"	73745	3
"6939"	73747	3
"6940"	73752	2
"6941"	73753	3
"6942"	73754	3
"6943"	73755	3
"6944"	73757	3
"6945"	73772	2
"6946"	73773	3
"6947"	73774	3
"6948"	73775	3
"6949"	73777	7
"6950"	74112	2
"6951"	74113	3
"6952"	74115	99
"6953"	74117	99
"6954"	74121	2
"6955"	74122	2
"6956"	74123	2
"6957"	74124	2
"6958"	74125	2
"6959"	74131	3
"6960"	74132	2
"6961"	74133	3
"6962"	74135	3
"6963"	74137	3
"6964"	74144	99
"6965"	74147	99
"6966"	74151	99
"6967"	74152	2
"6968"	74153	3
"6969"	74154	99
"6970"	74155	99
"6971"	74157	99
"6972"	74173	3
"6973"	74211	2
"6974"	74212	2
"6975"	74213	2
"6976"	74214	2
"6977"	74215	2
"6978"	74221	2
"6979"	74222	2
"6980"	74223	2
"6981"	74224	2
"6982"	74225	2
"6983"	74227	2
"6984"	74231	2
"6985"	74232	2
"6986"	74233	2
"6987"	74234	2
"6988"	74235	2
"6989"	74237	2
"6990"	74242	2
"6991"	74243	2
"6992"	74244	2
"6993"	74245	2
"6994"	74247	2
"6995"	74251	2
"6996"	74252	2
"6997"	74253	2
"6998"	74254	2
"6999"	74255	2
"7000"	74257	2
"7001"	74272	2
"7002"	74273	2
"7003"	74274	2
"7004"	74275	2
"7005"	74277	2
"7006"	74311	3
"7007"	74312	2
"7008"	74313	3
"7009"	74314	3
"7010"	74315	3
"7011"	74321	2
"7012"	74322	2
"7013"	74323	2
"7014"	74324	2
"7015"	74325	2
"7016"	74327	2
"7017"	74331	3
"7018"	74332	2
"7019"	74333	3
"7020"	74334	3
"7021"	74335	3
"7022"	74337	3
"7023"	74342	2
"7024"	74343	3
"7025"	74344	3
"7026"	74345	3
"7027"	74347	3
"7028"	74351	3
"7029"	74352	2
"7030"	74353	3
"7031"	74354	3
"7032"	74355	3
"7033"	74357	3
"7034"	74372	2
"7035"	74373	3
"7036"	74374	3
"7037"	74375	3
"7038"	74377	3
"7039"	74413	3
"7040"	74421	2
"7041"	74422	2
"7042"	74423	2
"7043"	74424	2
"7044"	74425	2
"7045"	74427	2
"7046"	74432	2
"7047"	74433	3
"7048"	74434	3
"7049"	74435	3
"7050"	74437	3
"7051"	74441	99
"7052"	74442	2
"7053"	74443	3
"7054"	74444	4
"7055"	74445	4
"7056"	74447	4
"7057"	74452	2
"7058"	74453	3
"7059"	74454	4
"7060"	74455	4
"7061"	74457	4
"7062"	74472	2
"7063"	74473	3
"7064"	74474	4
"7065"	74475	4
"7066"	74477	7
"7067"	74512	2
"7068"	74513	3
"7069"	74515	99
"7070"	74522	2
"7071"	74523	2
"7072"	74524	2
"7073"	74525	2
"7074"	74527	2
"7075"	74532	2
"7076"	74533	3
"7077"	74534	3
"7078"	74535	3
"7079"	74537	3
"7080"	74542	2
"7081"	74543	3
"7082"	74544	4
"7083"	74545	4
"7084"	74547	4
"7085"	74551	99
"7086"	74552	2
"7087"	74553	3
"7088"	74554	4
"7089"	74555	5
"7090"	74557	5
"7091"	74572	2
"7092"	74573	3
"7093"	74574	4
"7094"	74575	5
"7095"	74577	7
"7096"	74711	99
"7097"	74712	2
"7098"	74713	3
"7099"	74714	99
"7100"	74715	99
"7101"	74717	99
"7102"	74721	2
"7103"	74722	2
"7104"	74723	2
"7105"	74724	2
"7106"	74725	2
"7107"	74727	2
"7108"	74731	3
"7109"	74732	2
"7110"	74733	3
"7111"	74734	3
"7112"	74735	3
"7113"	74737	3
"7114"	74741	99
"7115"	74742	2
"7116"	74743	3
"7117"	74744	4
"7118"	74745	4
"7119"	74747	7
"7120"	74751	99
"7121"	74752	2
"7122"	74753	3
"7123"	74754	4
"7124"	74755	5
"7125"	74757	7
"7126"	74772	2
"7127"	74773	3
"7128"	74774	7
"7129"	74775	7
"7130"	74777	7
"7131"	75111	99
"7132"	75112	2
"7133"	75113	3
"7134"	75115	99
"7135"	75117	99
"7136"	75121	2
"7137"	75122	2
"7138"	75123	2
"7139"	75125	2
"7140"	75131	3
"7141"	75132	2
"7142"	75133	3
"7143"	75135	3
"7144"	75137	3
"7145"	75142	2
"7146"	75143	3
"7147"	75145	99
"7148"	75151	99
"7149"	75152	2
"7150"	75153	3
"7151"	75154	99
"7152"	75155	99
"7153"	75157	99
"7154"	75173	3
"7155"	75211	2
"7156"	75212	2
"7157"	75213	2
"7158"	75215	2
"7159"	75217	2
"7160"	75221	2
"7161"	75222	2
"7162"	75223	2
"7163"	75224	2
"7164"	75225	2
"7165"	75227	2
"7166"	75231	2
"7167"	75232	2
"7168"	75233	2
"7169"	75234	2
"7170"	75235	2
"7171"	75237	2
"7172"	75242	2
"7173"	75243	2
"7174"	75244	2
"7175"	75245	2
"7176"	75247	2
"7177"	75251	2
"7178"	75252	2
"7179"	75253	2
"7180"	75254	2
"7181"	75255	2
"7182"	75257	2
"7183"	75272	2
"7184"	75273	2
"7185"	75274	2
"7186"	75275	2
"7187"	75277	2
"7188"	75311	3
"7189"	75312	2
"7190"	75313	3
"7191"	75315	3
"7192"	75321	2
"7193"	75322	2
"7194"	75323	2
"7195"	75324	2
"7196"	75325	2
"7197"	75327	2
"7198"	75331	3
"7199"	75332	2
"7200"	75333	3
"7201"	75334	3
"7202"	75335	3
"7203"	75337	3
"7204"	75342	2
"7205"	75343	3
"7206"	75344	3
"7207"	75345	3
"7208"	75347	3
"7209"	75351	3
"7210"	75352	2
"7211"	75353	3
"7212"	75354	3
"7213"	75355	3
"7214"	75357	3
"7215"	75372	2
"7216"	75373	3
"7217"	75374	3
"7218"	75375	3
"7219"	75377	3
"7220"	75422	2
"7221"	75423	2
"7222"	75424	2
"7223"	75425	2
"7224"	75427	2
"7225"	75432	2
"7226"	75433	3
"7227"	75434	3
"7228"	75435	3
"7229"	75437	3
"7230"	75442	2
"7231"	75443	3
"7232"	75444	4
"7233"	75445	4
"7234"	75447	4
"7235"	75452	2
"7236"	75453	3
"7237"	75454	4
"7238"	75455	5
"7239"	75457	5
"7240"	75472	2
"7241"	75473	3
"7242"	75474	4
"7243"	75475	5
"7244"	75477	7
"7245"	75511	99
"7246"	75512	2
"7247"	75513	3
"7248"	75515	99
"7249"	75517	99
"7250"	75521	2
"7251"	75522	2
"7252"	75523	2
"7253"	75524	2
"7254"	75525	2
"7255"	75527	2
"7256"	75531	3
"7257"	75532	2
"7258"	75533	3
"7259"	75534	3
"7260"	75535	3
"7261"	75537	3
"7262"	75541	99
"7263"	75542	2
"7264"	75543	3
"7265"	75544	4
"7266"	75545	5
"7267"	75547	5
"7268"	75551	99
"7269"	75552	2
"7270"	75553	3
"7271"	75554	5
"7272"	75555	5
"7273"	75557	5
"7274"	75572	2
"7275"	75573	3
"7276"	75574	5
"7277"	75575	5
"7278"	75577	7
"7279"	75712	2
"7280"	75717	99
"7281"	75722	2
"7282"	75723	2
"7283"	75724	2
"7284"	75725	2
"7285"	75727	2
"7286"	75732	2
"7287"	75733	3
"7288"	75734	3
"7289"	75735	3
"7290"	75737	3
"7291"	75742	2
"7292"	75743	3
"7293"	75744	4
"7294"	75745	5
"7295"	75747	7
"7296"	75751	99
"7297"	75752	2
"7298"	75753	3
"7299"	75754	5
"7300"	75755	5
"7301"	75757	7
"7302"	75772	2
"7303"	75773	3
"7304"	75774	7
"7305"	75775	7
"7306"	75777	7
"7307"	77111	1
"7308"	77112	2
"7309"	77113	3
"7310"	77115	99
"7311"	77117	7
"7312"	77121	2
"7313"	77122	2
"7314"	77123	2
"7315"	77124	2
"7316"	77125	2
"7317"	77131	3
"7318"	77132	2
"7319"	77133	3
"7320"	77135	3
"7321"	77137	3
"7322"	77142	2
"7323"	77147	99
"7324"	77151	99
"7325"	77152	2
"7326"	77153	3
"7327"	77155	99
"7328"	77157	99
"7329"	77177	7
"7330"	77211	2
"7331"	77212	2
"7332"	77213	2
"7333"	77214	2
"7334"	77215	2
"7335"	77217	2
"7336"	77221	2
"7337"	77222	2
"7338"	77223	2
"7339"	77224	2
"7340"	77225	2
"7341"	77227	2
"7342"	77231	2
"7343"	77232	2
"7344"	77233	2
"7345"	77234	2
"7346"	77235	2
"7347"	77237	2
"7348"	77242	2
"7349"	77243	2
"7350"	77244	2
"7351"	77245	2
"7352"	77247	2
"7353"	77251	2
"7354"	77252	2
"7355"	77253	2
"7356"	77254	2
"7357"	77255	2
"7358"	77257	2
"7359"	77272	2
"7360"	77273	2
"7361"	77274	2
"7362"	77275	2
"7363"	77277	7
"7364"	77311	3
"7365"	77312	2
"7366"	77313	3
"7367"	77315	3
"7368"	77321	2
"7369"	77322	2
"7370"	77323	2
"7371"	77324	2
"7372"	77325	2
"7373"	77327	2
"7374"	77331	3
"7375"	77332	2
"7376"	77333	3
"7377"	77334	3
"7378"	77335	3
"7379"	77337	3
"7380"	77342	2
"7381"	77343	3
"7382"	77344	3
"7383"	77345	3
"7384"	77347	3
"7385"	77351	3
"7386"	77352	2
"7387"	77353	3
"7388"	77354	3
"7389"	77355	3
"7390"	77357	3
"7391"	77371	3
"7392"	77372	2
"7393"	77373	3
"7394"	77374	3
"7395"	77375	3
"7396"	77377	7
"7397"	77411	99
"7398"	77421	2
"7399"	77422	2
"7400"	77423	2
"7401"	77424	2
"7402"	77425	2
"7403"	77427	2
"7404"	77432	2
"7405"	77433	3
"7406"	77434	3
"7407"	77435	3
"7408"	77437	3
"7409"	77442	2
"7410"	77443	3
"7411"	77444	4
"7412"	77445	4
"7413"	77447	7
"7414"	77452	2
"7415"	77453	3
"7416"	77454	4
"7417"	77455	5
"7418"	77457	7
"7419"	77471	99
"7420"	77472	2
"7421"	77473	3
"7422"	77474	7
"7423"	77475	7
"7424"	77477	7
"7425"	77511	99
"7426"	77512	2
"7427"	77513	3
"7428"	77515	99
"7429"	77517	99
"7430"	77521	2
"7431"	77522	2
"7432"	77523	2
"7433"	77524	2
"7434"	77525	2
"7435"	77527	2
"7436"	77531	3
"7437"	77532	2
"7438"	77533	3
"7439"	77534	3
"7440"	77535	3
"7441"	77537	3
"7442"	77542	2
"7443"	77543	3
"7444"	77544	4
"7445"	77545	5
"7446"	77547	7
"7447"	77551	99
"7448"	77552	2
"7449"	77553	3
"7450"	77554	5
"7451"	77555	5
"7452"	77557	7
"7453"	77572	2
"7454"	77573	3
"7455"	77574	7
"7456"	77575	7
"7457"	77577	7
"7458"	77711	7
"7459"	77712	2
"7460"	77713	3
"7461"	77714	99
"7462"	77715	99
"7463"	77717	7
"7464"	77721	2
"7465"	77722	2
"7466"	77723	2
"7467"	77724	2
"7468"	77725	2
"7469"	77727	7
"7470"	77731	3
"7471"	77732	2
"7472"	77733	3
"7473"	77734	3
"7474"	77735	3
"7475"	77737	7
"7476"	77741	99
"7477"	77742	2
"7478"	77743	3
"7479"	77744	7
"7480"	77745	7
"7481"	77747	7
"7482"	77751	99
"7483"	77752	2
"7484"	77753	3
"7485"	77754	7
"7486"	77755	7
"7487"	77757	7
"7488"	77771	7
"7489"	77772	7
"7490"	77773	7
"7491"	77774	7
"7492"	77775	7
"7493"	77777	7
"7494"	111111	1
"7495"	111112	1
"7496"	111113	1
"7497"	111115	1
"7498"	111121	1
"7499"	111122	1
"7500"	111123	1
"7501"	111125	1
"7502"	111131	1
"7503"	111132	1
"7504"	111133	1
"7505"	111135	1
"7506"	111141	1
"7507"	111145	1
"7508"	111151	1
"7509"	111152	1
"7510"	111153	1
"7511"	111155	1
"7512"	111211	1
"7513"	111212	1
"7514"	111221	1
"7515"	111222	2
"7516"	111225	2
"7517"	111231	1
"7518"	111252	2
"7519"	111311	1
"7520"	111315	1
"7521"	111321	1
"7522"	111322	2
"7523"	111323	2
"7524"	111325	2
"7525"	111331	1
"7526"	111332	2
"7527"	111333	3
"7528"	111335	3
"7529"	111351	1
"7530"	111355	3
"7531"	111511	1
"7532"	111515	1
"7533"	111521	1
"7534"	111525	2
"7535"	111531	1
"7536"	111532	2
"7537"	111533	3
"7538"	111535	3
"7539"	111541	1
"7540"	111545	99
"7541"	111551	1
"7542"	111552	2
"7543"	111553	3
"7544"	111555	1
"7545"	112111	1
"7546"	112115	1
"7547"	112121	1
"7548"	112125	2
"7549"	112131	1
"7550"	112135	2
"7551"	112151	1
"7552"	112155	2
"7553"	112231	2
"7554"	112322	2
"7555"	112323	2
"7556"	112325	2
"7557"	112335	2
"7558"	112343	2
"7559"	112511	1
"7560"	112521	2
"7561"	112522	2
"7562"	112525	2
"7563"	112531	2
"7564"	112532	2
"7565"	112535	2
"7566"	112545	2
"7567"	112551	2
"7568"	112552	2
"7569"	112555	2
"7570"	113111	1
"7571"	113115	1
"7572"	113121	1
"7573"	113122	2
"7574"	113125	2
"7575"	113131	1
"7576"	113135	3
"7577"	113141	1
"7578"	113145	3
"7579"	113151	1
"7580"	113155	3
"7581"	113221	2
"7582"	113225	2
"7583"	113232	2
"7584"	113252	2
"7585"	113311	1
"7586"	113315	3
"7587"	113321	2
"7588"	113322	2
"7589"	113323	2
"7590"	113325	2
"7591"	113331	3
"7592"	113333	3
"7593"	113335	3
"7594"	113351	3
"7595"	113352	2
"7596"	113353	3
"7597"	113355	3
"7598"	113511	1
"7599"	113515	3
"7600"	113521	2
"7601"	113525	2
"7602"	113531	3
"7603"	113535	3
"7604"	113551	3
"7605"	113555	3
"7606"	115111	1
"7607"	115113	1
"7608"	115115	1
"7609"	115121	1
"7610"	115122	2
"7611"	115125	2
"7612"	115131	1
"7613"	115132	2
"7614"	115135	3
"7615"	115141	1
"7616"	115145	99
"7617"	115151	1
"7618"	115152	2
"7619"	115153	3
"7620"	115155	1
"7621"	115221	2
"7622"	115222	2
"7623"	115223	2
"7624"	115224	2
"7625"	115225	2
"7626"	115231	2
"7627"	115232	2
"7628"	115233	2
"7629"	115235	2
"7630"	115251	2
"7631"	115252	2
"7632"	115253	2
"7633"	115255	2
"7634"	115311	1
"7635"	115312	2
"7636"	115315	3
"7637"	115321	2
"7638"	115322	2
"7639"	115323	2
"7640"	115325	2
"7641"	115331	3
"7642"	115332	2
"7643"	115333	3
"7644"	115335	3
"7645"	115351	3
"7646"	115352	2
"7647"	115353	3
"7648"	115355	3
"7649"	115455	99
"7650"	115511	1
"7651"	115515	1
"7652"	115521	2
"7653"	115522	2
"7654"	115523	2
"7655"	115525	2
"7656"	115531	3
"7657"	115532	2
"7658"	115533	3
"7659"	115535	3
"7660"	115541	99
"7661"	115545	99
"7662"	115551	1
"7663"	115552	2
"7664"	115553	3
