"is"	"becomes"
"21246"	535133	3
"21247"	535135	3
"21248"	535145	3
"21249"	535151	3
"21250"	535152	2
"21251"	535153	3
"21252"	535155	5
"21253"	535211	1
"21254"	535212	2
"21255"	535213	3
"21256"	535215	5
"21257"	535221	2
"21258"	535222	2
"21259"	535223	2
"21260"	535224	2
"21261"	535225	5
"21262"	535227	2
"21263"	535231	3
"21264"	535232	2
"21265"	535233	3
"21266"	535234	3
"21267"	535235	5
"21268"	535237	3
"21269"	535241	5
"21270"	535242	2
"21271"	535243	3
"21272"	535244	4
"21273"	535245	5
"21274"	535247	5
"21275"	535251	5
"21276"	535252	2
"21277"	535253	5
"21278"	535254	5
"21279"	535255	5
"21280"	535257	5
"21281"	535272	2
"21282"	535273	3
"21283"	535274	5
"21284"	535275	5
"21285"	535277	5
"21286"	535311	3
"21287"	535312	2
"21288"	535313	3
"21289"	535315	3
"21290"	535321	3
"21291"	535322	2
"21292"	535323	3
"21293"	535324	3
"21294"	535325	5
"21295"	535327	3
"21296"	535331	3
"21297"	535332	2
"21298"	535333	3
"21299"	535334	3
"21300"	535335	3
"21301"	535337	3
"21302"	535341	3
"21303"	535342	2
"21304"	535343	3
"21305"	535344	3
"21306"	535345	3
"21307"	535347	3
"21308"	535351	3
"21309"	535352	2
"21310"	535353	3
"21311"	535354	3
"21312"	535355	5
"21313"	535357	3
"21314"	535371	3
"21315"	535372	2
"21316"	535373	3
"21317"	535374	3
"21318"	535375	3
"21319"	535377	3
"21320"	535422	2
"21321"	535423	3
"21322"	535424	4
"21323"	535425	5
"21324"	535427	5
"21325"	535432	2
"21326"	535433	3
"21327"	535434	3
"21328"	535435	3
"21329"	535442	2
"21330"	535443	3
"21331"	535444	3
"21332"	535445	3
"21333"	535447	3
"21334"	535452	2
"21335"	535453	3
"21336"	535454	3
"21337"	535455	5
"21338"	535457	3
"21339"	535472	2
"21340"	535473	3
"21341"	535474	3
"21342"	535475	3
"21343"	535477	3
"21344"	535511	3
"21345"	535512	2
"21346"	535513	3
"21347"	535515	5
"21348"	535521	5
"21349"	535522	2
"21350"	535523	5
"21351"	535524	5
"21352"	535525	5
"21353"	535527	5
"21354"	535531	3
"21355"	535532	2
"21356"	535533	3
"21357"	535534	3
"21358"	535535	5
"21359"	535537	3
"21360"	535541	3
"21361"	535542	2
"21362"	535543	3
"21363"	535544	3
"21364"	535545	5
"21365"	535547	3
"21366"	535551	5
"21367"	535552	5
"21368"	535553	5
"21369"	535554	5
"21370"	535555	5
"21371"	535557	5
"21372"	535572	2
"21373"	535573	3
"21374"	535574	3
"21375"	535575	5
"21376"	535577	3
"21377"	535722	2
"21378"	535723	3
"21379"	535724	5
"21380"	535725	5
"21381"	535732	2
"21382"	535733	3
"21383"	535735	3
"21384"	535737	3
"21385"	535742	2
"21386"	535743	3
"21387"	535744	3
"21388"	535745	3
"21389"	535747	3
"21390"	535752	2
"21391"	535753	3
"21392"	535754	3
"21393"	535755	5
"21394"	535773	3
"21395"	535774	3
"21396"	535777	3
"21397"	537222	2
"21398"	537223	2
"21399"	537224	2
"21400"	537225	2
"21401"	537227	2
"21402"	537232	2
"21403"	537233	3
"21404"	537234	3
"21405"	537235	3
"21406"	537237	3
"21407"	537242	2
"21408"	537243	3
"21409"	537244	4
"21410"	537245	5
"21411"	537247	7
"21412"	537252	2
"21413"	537253	3
"21414"	537254	5
"21415"	537255	5
"21416"	537257	5
"21417"	537272	2
"21418"	537273	3
"21419"	537274	7
"21420"	537275	5
"21421"	537277	7
"21422"	537322	2
"21423"	537323	3
"21424"	537324	3
"21425"	537325	3
"21426"	537327	3
"21427"	537332	2
"21428"	537333	3
"21429"	537334	3
"21430"	537335	3
"21431"	537337	3
"21432"	537342	2
"21433"	537343	3
"21434"	537344	3
"21435"	537345	3
"21436"	537347	3
"21437"	537352	2
"21438"	537353	3
"21439"	537354	3
"21440"	537355	3
"21441"	537357	3
"21442"	537372	2
"21443"	537373	3
"21444"	537374	3
"21445"	537375	3
"21446"	537377	3
"21447"	537422	2
"21448"	537423	3
"21449"	537424	4
"21450"	537425	5
"21451"	537432	2
"21452"	537433	3
"21453"	537435	3
"21454"	537442	2
"21455"	537443	3
"21456"	537444	3
"21457"	537445	3
"21458"	537447	3
"21459"	537452	2
"21460"	537453	3
"21461"	537454	3
"21462"	537455	3
"21463"	537472	2
"21464"	537473	3
"21465"	537474	3
"21466"	537475	3
"21467"	537477	3
"21468"	537522	2
"21469"	537523	3
"21470"	537524	5
"21471"	537525	5
"21472"	537527	5
"21473"	537532	2
"21474"	537533	3
"21475"	537534	3
"21476"	537535	3
"21477"	537542	2
"21478"	537543	3
"21479"	537544	3
"21480"	537545	3
"21481"	537547	3
"21482"	537552	2
"21483"	537553	3
"21484"	537554	3
"21485"	537555	5
"21486"	537557	3
"21487"	537572	2
"21488"	537573	3
"21489"	537574	3
"21490"	537575	3
"21491"	537577	3
"21492"	537722	2
"21493"	537723	3
"21494"	537725	5
"21495"	537727	7
"21496"	537732	2
"21497"	537733	3
"21498"	537735	3
"21499"	537737	3
"21500"	537742	2
"21501"	537743	3
"21502"	537744	3
"21503"	537747	3
"21504"	537752	2
"21505"	537753	3
"21506"	537755	3
"21507"	537757	3
"21508"	537772	2
"21509"	537773	3
"21510"	537774	3
"21511"	537775	3
"21512"	537777	7
"21513"	541111	1
"21514"	541115	99
"21515"	541121	1
"21516"	541125	1
"21517"	541131	3
"21518"	541135	3
"21519"	541151	99
"21520"	541155	99
"21521"	541222	2
"21522"	541225	2
"21523"	541235	5
"21524"	541311	3
"21525"	541315	3
"21526"	541322	2
"21527"	541323	3
"21528"	541325	5
"21529"	541331	3
"21530"	541333	3
"21531"	541335	3
"21532"	541353	3
"21533"	541355	3
"21534"	541511	99
"21535"	541515	99
"21536"	541525	5
"21537"	541531	3
"21538"	541535	3
"21539"	541551	99
"21540"	541555	5
"21541"	542122	2
"21542"	542123	2
"21543"	542124	2
"21544"	542125	2
"21545"	542131	1
"21546"	542132	2
"21547"	542135	5
"21548"	542151	1
"21549"	542153	5
"21550"	542154	4
"21551"	542155	5
"21552"	542212	2
"21553"	542213	2
"21554"	542215	2
"21555"	542222	2
"21556"	542223	2
"21557"	542224	2
"21558"	542225	2
"21559"	542227	2
"21560"	542232	2
"21561"	542233	2
"21562"	542234	2
"21563"	542235	2
"21564"	542237	2
"21565"	542242	2
"21566"	542243	2
"21567"	542244	4
"21568"	542245	2
"21569"	542247	2
"21570"	542252	2
"21571"	542253	2
"21572"	542254	2
"21573"	542255	5
"21574"	542257	2
"21575"	542272	2
"21576"	542273	2
"21577"	542274	2
"21578"	542275	2
"21579"	542277	2
"21580"	542313	3
"21581"	542315	5
"21582"	542321	2
"21583"	542322	2
"21584"	542323	2
"21585"	542324	2
"21586"	542325	2
"21587"	542327	2
"21588"	542331	3
"21589"	542332	2
"21590"	542333	3
"21591"	542334	3
"21592"	542335	3
"21593"	542337	3
"21594"	542342	2
"21595"	542343	3
"21596"	542344	4
"21597"	542345	4
"21598"	542347	4
"21599"	542352	2
"21600"	542353	3
"21601"	542354	4
"21602"	542355	5
"21603"	542372	2
"21604"	542373	3
"21605"	542374	4
"21606"	542375	5
"21607"	542377	7
"21608"	542412	2
"21609"	542414	4
"21610"	542422	2
"21611"	542423	2
"21612"	542424	4
"21613"	542425	2
"21614"	542427	2
"21615"	542432	2
"21616"	542433	3
"21617"	542434	4
"21618"	542435	4
"21619"	542442	2
"21620"	542443	4
"21621"	542444	4
"21622"	542445	4
"21623"	542447	4
"21624"	542452	2
"21625"	542453	4
"21626"	542454	4
"21627"	542455	5
"21628"	542472	2
"21629"	542473	4
"21630"	542474	4
"21631"	542475	4
"21632"	542477	4
"21633"	542513	5
"21634"	542515	5
"21635"	542521	2
"21636"	542522	2
"21637"	542523	2
"21638"	542524	2
"21639"	542525	5
"21640"	542527	2
"21641"	542531	5
"21642"	542532	2
"21643"	542533	3
"21644"	542534	4
"21645"	542535	5
"21646"	542537	5
"21647"	542542	2
"21648"	542543	4
"21649"	542544	4
"21650"	542545	5
"21651"	542547	4
"21652"	542551	5
"21653"	542552	2
"21654"	542553	5
"21655"	542554	5
"21656"	542555	5
"21657"	542572	2
"21658"	542573	5
"21659"	542574	4
"21660"	542575	5
"21661"	542577	5
"21662"	542722	2
"21663"	542723	2
"21664"	542724	2
"21665"	542727	2
"21666"	542732	2
"21667"	542735	5
"21668"	542742	2
"21669"	542743	4
"21670"	542744	4
"21671"	542745	4
"21672"	542747	4
"21673"	542753	5
"21674"	542754	4
"21675"	542755	5
"21676"	543111	3
"21677"	543113	3
"21678"	543115	3
"21679"	543121	1
"21680"	543123	3
"21681"	543125	5
"21682"	543131	3
"21683"	543133	3
"21684"	543134	3
"21685"	543135	3
"21686"	543151	3
"21687"	543152	2
"21688"	543153	3
"21689"	543154	3
"21690"	543155	3
"21691"	543212	2
"21692"	543222	2
"21693"	543223	2
"21694"	543224	2
"21695"	543225	2
"21696"	543227	2
"21697"	543232	2
"21698"	543233	3
"21699"	543234	3
"21700"	543235	3
"21701"	543237	3
"21702"	543242	2
"21703"	543243	3
"21704"	543244	4
"21705"	543245	4
"21706"	543247	4
"21707"	543252	2
"21708"	543253	3
"21709"	543254	4
"21710"	543255	5
"21711"	543272	2
"21712"	543273	3
"21713"	543274	4
"21714"	543275	5
"21715"	543311	3
"21716"	543312	2
"21717"	543313	3
"21718"	543315	3
"21719"	543321	3
"21720"	543322	2
"21721"	543323	3
"21722"	543324	3
"21723"	543325	3
"21724"	543327	3
"21725"	543331	3
"21726"	543332	2
"21727"	543333	3
"21728"	543334	3
"21729"	543335	3
"21730"	543337	3
"21731"	543341	3
"21732"	543342	2
"21733"	543343	3
"21734"	543344	3
"21735"	543345	3
"21736"	543347	3
"21737"	543351	3
"21738"	543352	2
"21739"	543353	3
"21740"	543354	3
"21741"	543355	3
"21742"	543357	3
"21743"	543372	2
"21744"	543373	3
"21745"	543374	3
"21746"	543412	2
"21747"	543414	3
"21748"	543422	2
"21749"	543423	3
"21750"	543424	4
"21751"	543425	4
"21752"	543427	4
"21753"	543432	2
"21754"	543433	3
"21755"	543434	3
"21756"	543435	3
"21757"	543437	3
"21758"	543442	2
"21759"	543443	3
"21760"	543444	4
"21761"	543445	3
"21762"	543447	3
"21763"	543452	2
"21764"	543453	3
"21765"	543454	3
"21766"	543455	3
"21767"	543457	3
"21768"	543472	2
"21769"	543473	3
"21770"	543474	3
"21771"	543475	3
"21772"	543513	3
"21773"	543515	3
"21774"	543521	5
"21775"	543522	2
"21776"	543523	3
"21777"	543524	4
"21778"	543525	5
"21779"	543531	3
"21780"	543532	2
"21781"	543533	3
"21782"	543534	3
"21783"	543535	3
"21784"	543542	2
"21785"	543543	3
"21786"	543544	3
"21787"	543545	3
"21788"	543547	3
"21789"	543551	3
"21790"	543552	2
"21791"	543553	3
"21792"	543554	3
"21793"	543555	5
"21794"	543572	2
"21795"	543573	3
"21796"	543574	3
"21797"	543575	3
"21798"	543577	3
"21799"	543722	2
"21800"	543723	3
"21801"	543727	7
"21802"	543732	2
"21803"	543733	3
"21804"	543737	3
"21805"	543744	3
"21806"	543745	3
"21807"	543753	3
"21808"	543755	3
"21809"	543773	3
"21810"	543777	3
"21811"	544124	4
"21812"	544222	2
"21813"	544223	2
"21814"	544224	4
"21815"	544225	2
"21816"	544227	2
"21817"	544232	2
"21818"	544233	3
"21819"	544234	4
"21820"	544235	4
"21821"	544237	4
"21822"	544242	2
"21823"	544243	4
"21824"	544244	4
"21825"	544245	4
"21826"	544247	4
"21827"	544252	2
"21828"	544253	4
"21829"	544254	4
"21830"	544255	5
"21831"	544272	2
"21832"	544273	4
"21833"	544274	4
"21834"	544275	4
"21835"	544322	2
"21836"	544323	3
"21837"	544324	4
"21838"	544325	4
"21839"	544327	4
"21840"	544332	2
"21841"	544333	3
"21842"	544334	3
"21843"	544335	3
"21844"	544337	3
"21845"	544342	2
"21846"	544343	3
"21847"	544344	4
"21848"	544345	3
"21849"	544347	3
"21850"	544352	2
"21851"	544353	3
"21852"	544354	3
"21853"	544355	3
"21854"	544357	3
"21855"	544372	2
"21856"	544373	3
"21857"	544374	3
"21858"	544375	3
"21859"	544377	3
"21860"	544414	4
"21861"	544422	2
"21862"	544423	4
"21863"	544424	4
"21864"	544425	4
"21865"	544427	4
"21866"	544432	2
"21867"	544433	3
"21868"	544434	4
"21869"	544435	3
"21870"	544437	3
"21871"	544442	4
"21872"	544443	4
"21873"	544444	4
"21874"	544445	4
"21875"	544447	4
"21876"	544452	2
"21877"	544453	3
"21878"	544454	4
"21879"	544455	4
"21880"	544457	4
"21881"	544472	2
"21882"	544473	3
"21883"	544474	4
"21884"	544475	4
"21885"	544477	4
"21886"	544513	3
"21887"	544514	99
"21888"	544515	99
"21889"	544522	2
"21890"	544523	4
"21891"	544524	4
"21892"	544525	5
"21893"	544527	4
"21894"	544531	3
"21895"	544532	2
"21896"	544533	3
"21897"	544534	3
"21898"	544535	3
"21899"	544537	3
"21900"	544542	2
"21901"	544543	3
"21902"	544544	4
"21903"	544545	4
"21904"	544547	4
"21905"	544552	2
"21906"	544553	3
"21907"	544554	4
"21908"	544555	5
"21909"	544572	2
"21910"	544573	3
"21911"	544574	4
"21912"	544575	5
"21913"	544723	4
"21914"	544724	4
"21915"	544725	4
"21916"	544727	4
"21917"	544732	2
"21918"	544734	3
"21919"	544735	3
"21920"	544737	3
"21921"	544742	2
"21922"	544743	3
"21923"	544744	4
"21924"	544745	4
"21925"	544747	4
"21926"	544752	2
"21927"	544753	3
"21928"	544754	4
"21929"	544755	5
"21930"	544757	4
"21931"	544773	3
"21932"	544777	7
"21933"	545111	99
"21934"	545113	3
"21935"	545115	99
"21936"	545121	1
"21937"	545122	2
"21938"	545123	5
"21939"	545124	4
"21940"	545125	5
"21941"	545131	3
"21942"	545132	2
"21943"	545133	3
"21944"	545134	3
"21945"	545135	3
"21946"	545151	99
"21947"	545152	2
"21948"	545153	3
"21949"	545155	5
"21950"	545212	2
"21951"	545213	5
"21952"	545214	4
"21953"	545215	5
"21954"	545221	2
"21955"	545222	2
"21956"	545223	2
"21957"	545224	2
"21958"	545225	5
"21959"	545227	2
"21960"	545231	5
"21961"	545232	2
"21962"	545233	3
"21963"	545234	4
"21964"	545235	5
"21965"	545237	5
"21966"	545242	2
"21967"	545243	4
"21968"	545244	4
"21969"	545245	5
"21970"	545247	4
"21971"	545251	5
"21972"	545252	2
"21973"	545253	5
"21974"	545254	5
"21975"	545255	5
"21976"	545272	2
"21977"	545273	5
"21978"	545274	4
"21979"	545275	5
"21980"	545277	5
"21981"	545311	3
"21982"	545312	2
"21983"	545313	3
"21984"	545315	3
"21985"	545321	5
"21986"	545322	2
"21987"	545323	3
"21988"	545324	4
"21989"	545325	5
"21990"	545331	3
"21991"	545332	2
"21992"	545333	3
"21993"	545334	3
"21994"	545335	3
"21995"	545337	3
"21996"	545341	3
"21997"	545342	2
"21998"	545343	3
"21999"	545344	3
"22000"	545345	3
"22001"	545347	3
"22002"	545351	3
"22003"	545352	2
"22004"	545353	3
"22005"	545354	3
"22006"	545355	5
"22007"	545357	3
"22008"	545372	2
"22009"	545373	3
"22010"	545374	3
"22011"	545375	3
"22012"	545412	2
"22013"	545414	99
"22014"	545415	99
"22015"	545422	2
"22016"	545423	4
"22017"	545424	4
"22018"	545425	5
"22019"	545427	4
"22020"	545432	2
"22021"	545433	3
"22022"	545434	3
"22023"	545435	3
"22024"	545437	3
"22025"	545442	2
"22026"	545443	3
"22027"	545444	4
"22028"	545445	4
"22029"	545447	4
"22030"	545452	2
"22031"	545453	3
"22032"	545454	4
"22033"	545455	5
"22034"	545472	2
"22035"	545473	3
"22036"	545474	4
"22037"	545475	5
"22038"	545477	4
"22039"	545511	99
"22040"	545512	2
"22041"	545513	3
"22042"	545514	99
"22043"	545515	5
"22044"	545521	5
"22045"	545522	2
"22046"	545523	5
"22047"	545524	5
"22048"	545525	5
"22049"	545527	5
"22050"	545531	3
"22051"	545532	2
"22052"	545533	3
"22053"	545534	3
"22054"	545535	5
"22055"	545537	3
"22056"	545541	99
"22057"	545542	2
"22058"	545543	3
"22059"	545544	4
"22060"	545545	5
"22061"	545547	5
"22062"	545551	5
"22063"	545552	5
"22064"	545553	5
"22065"	545554	5
"22066"	545555	5
"22067"	545557	5
"22068"	545572	2
"22069"	545573	3
"22070"	545574	5
"22071"	545575	5
"22072"	545577	5
"22073"	545722	2
"22074"	545723	5
"22075"	545733	3
"22076"	545735	3
"22077"	545743	3
"22078"	545744	4
"22079"	545745	5
"22080"	545752	2
"22081"	545753	3
"22082"	545754	5
"22083"	545755	5
"22084"	545773	3
"22085"	547222	2
"22086"	547223	2
"22087"	547224	2
"22088"	547225	2
"22089"	547227	2
"22090"	547232	2
"22091"	547233	3
"22092"	547234	4
"22093"	547235	5
"22094"	547242	2
"22095"	547243	4
"22096"	547244	4
"22097"	547245	4
"22098"	547247	4
"22099"	547252	2
"22100"	547253	5
"22101"	547254	4
"22102"	547255	5
"22103"	547272	2
"22104"	547274	4
"22105"	547275	5
"22106"	547277	7
"22107"	547322	2
"22108"	547323	3
"22109"	547324	4
"22110"	547325	5
"22111"	547332	2
"22112"	547333	3
"22113"	547334	3
"22114"	547335	3
"22115"	547342	2
"22116"	547343	3
"22117"	547344	3
"22118"	547345	3
"22119"	547352	2
"22120"	547353	3
"22121"	547354	3
"22122"	547355	3
"22123"	547377	3
"22124"	547422	2
"22125"	547423	4
"22126"	547424	4
"22127"	547425	4
"22128"	547427	4
"22129"	547433	3
"22130"	547434	3
"22131"	547435	3
"22132"	547442	2
"22133"	547443	3
"22134"	547444	4
"22135"	547445	4
"22136"	547447	4
"22137"	547452	2
"22138"	547453	3
"22139"	547454	4
"22140"	547455	5
"22141"	547457	4
"22142"	547472	2
"22143"	547474	4
"22144"	547475	4
"22145"	547477	7
"22146"	547522	2
"22147"	547523	5
"22148"	547524	4
"22149"	547525	5
"22150"	547532	2
"22151"	547533	3
"22152"	547534	3
"22153"	547535	3
"22154"	547537	3
"22155"	547542	2
"22156"	547543	3
"22157"	547544	4
"22158"	547545	5
"22159"	547547	4
"22160"	547552	2
"22161"	547553	3
"22162"	547554	5
"22163"	547555	5
"22164"	547572	2
"22165"	547574	4
"22166"	547575	5
"22167"	547722	2
"22168"	547723	7
"22169"	547724	4
"22170"	547733	3
"22171"	547734	3
"22172"	547737	3
"22173"	547742	2
"22174"	547743	3
"22175"	547744	4
"22176"	547745	4
"22177"	547747	7
"22178"	547753	3
"22179"	547754	4
"22180"	547773	3
"22181"	551111	1
"22182"	551113	3
"22183"	551115	1
"22184"	551121	1
"22185"	551122	2
"22186"	551123	1
"22187"	551125	5
"22188"	551131	3
"22189"	551132	2
"22190"	551133	3
"22191"	551134	3
"22192"	551135	3
"22193"	551141	99
"22194"	551145	99
"22195"	551151	1
"22196"	551152	2
"22197"	551153	3
"22198"	551155	5
"22199"	551212	2
"22200"	551215	5
"22201"	551221	1
"22202"	551222	2
"22203"	551223	2
"22204"	551224	2
"22205"	551225	5
"22206"	551231	1
"22207"	551232	2
"22208"	551233	3
"22209"	551235	5
"22210"	551251	5
"22211"	551252	2
"22212"	551253	5
"22213"	551255	5
"22214"	551311	3
"22215"	551312	2
"22216"	551313	3
"22217"	551315	3
"22218"	551321	1
"22219"	551322	2
"22220"	551323	3
"22221"	551325	5
"22222"	551331	3
"22223"	551332	2
"22224"	551333	3
"22225"	551335	3
"22226"	551351	3
"22227"	551352	2
"22228"	551353	3
"22229"	551355	5
"22230"	551422	2
"22231"	551423	5
"22232"	551424	4
"22233"	551433	3
"22234"	551455	5
"22235"	551511	1
"22236"	551512	2
"22237"	551513	3
"22238"	551515	5
"22239"	551521	5
"22240"	551522	2
"22241"	551523	5
"22242"	551524	5
"22243"	551525	5
"22244"	551531	3
"22245"	551532	2
"22246"	551533	3
"22247"	551535	5
"22248"	551541	99
"22249"	551545	5
"22250"	551551	5
"22251"	551552	5
"22252"	551553	5
"22253"	551555	5
"22254"	552111	1
"22255"	552112	2
"22256"	552113	1
"22257"	552115	5
"22258"	552121	1
"22259"	552122	2
"22260"	552123	2
"22261"	552124	2
"22262"	552125	5
"22263"	552131	1
"22264"	552132	2
"22265"	552133	3
"22266"	552135	5
"22267"	552141	1
"22268"	552142	2
"22269"	552145	5
"22270"	552151	5
"22271"	552152	2
"22272"	552153	5
"22273"	552154	5
"22274"	552155	5
"22275"	552211	1
"22276"	552212	2
"22277"	552213	2
"22278"	552214	2
"22279"	552215	5
"22280"	552221	2
"22281"	552222	2
"22282"	552223	2
"22283"	552224	2
"22284"	552225	2
"22285"	552227	2
"22286"	552231	2
"22287"	552232	2
"22288"	552233	2
"22289"	552234	2
"22290"	552235	5
"22291"	552237	2
"22292"	552242	2
"22293"	552243	2
"22294"	552244	2
"22295"	552245	5
"22296"	552247	2
"22297"	552251	5
"22298"	552252	2
"22299"	552253	5
"22300"	552254	5
"22301"	552255	5
"22302"	552257	5
"22303"	552272	2
"22304"	552273	2
"22305"	552274	2
"22306"	552275	5
"22307"	552277	2
"22308"	552311	1
"22309"	552312	2
"22310"	552313	3
"22311"	552315	5
"22312"	552321	2
"22313"	552322	2
"22314"	552323	2
"22315"	552324	2
"22316"	552325	5
"22317"	552327	2
"22318"	552331	3
"22319"	552332	2
"22320"	552333	3
"22321"	552334	3
"22322"	552335	5
"22323"	552337	3
"22324"	552342	2
"22325"	552343	3
"22326"	552344	4
"22327"	552345	5
"22328"	552347	5
"22329"	552351	5
"22330"	552352	2
"22331"	552353	5
"22332"	552354	5
"22333"	552355	5
"22334"	552357	5
"22335"	552372	2
"22336"	552373	3
"22337"	552374	5
"22338"	552375	5
"22339"	552377	5
"22340"	552412	2
"22341"	552413	5
"22342"	552414	4
"22343"	552422	2
"22344"	552423	2
"22345"	552424	2
"22346"	552425	5
"22347"	552427	2
"22348"	552432	2
"22349"	552433	3
"22350"	552434	4
"22351"	552435	5
"22352"	552437	5
"22353"	552441	4
"22354"	552442	2
"22355"	552443	4
"22356"	552444	4
"22357"	552445	5
"22358"	552447	4
"22359"	552452	2
"22360"	552453	5
"22361"	552454	5
"22362"	552455	5
"22363"	552457	5
"22364"	552472	2
"22365"	552473	5
"22366"	552474	4
"22367"	552475	5
"22368"	552477	5
"22369"	552511	5
"22370"	552512	2
"22371"	552513	5
"22372"	552514	5
"22373"	552515	5
"22374"	552521	5
"22375"	552522	2
"22376"	552523	5
"22377"	552524	5
"22378"	552525	5
"22379"	552527	5
"22380"	552531	5
"22381"	552532	2
"22382"	552533	5
"22383"	552534	5
"22384"	552535	5
"22385"	552537	5
"22386"	552541	5
"22387"	552542	2
"22388"	552543	5
"22389"	552544	5
"22390"	552545	5
"22391"	552547	5
"22392"	552551	5
"22393"	552552	5
"22394"	552553	5
"22395"	552554	5
"22396"	552555	5
"22397"	552557	5
"22398"	552572	2
"22399"	552573	5
"22400"	552574	5
"22401"	552575	5
"22402"	552577	5
"22403"	552722	2
"22404"	552723	2
"22405"	552724	2
"22406"	552725	5
"22407"	552727	2
"22408"	552732	2
"22409"	552733	3
"22410"	552735	5
"22411"	552737	5
"22412"	552742	2
"22413"	552743	5
"22414"	552744	4
"22415"	552745	5
"22416"	552752	2
"22417"	552753	5
"22418"	552754	5
"22419"	552755	5
"22420"	552757	5
"22421"	552772	2
"22422"	552773	5
"22423"	552774	5
"22424"	552775	5
"22425"	552777	7
"22426"	553111	3
"22427"	553112	2
"22428"	553113	3
"22429"	553115	3
"22430"	553121	1
"22431"	553122	2
"22432"	553123	3
"22433"	553124	5
"22434"	553125	5
"22435"	553131	3
"22436"	553132	2
"22437"	553133	3
"22438"	553134	3
"22439"	553135	3
"22440"	553141	3
"22441"	553145	3
"22442"	553151	3
"22443"	553152	2
"22444"	553153	3
"22445"	553154	3
"22446"	553155	5
"22447"	553211	1
"22448"	553212	2
"22449"	553213	3
"22450"	553214	5
"22451"	553215	5
"22452"	553221	2
"22453"	553222	2
"22454"	553223	2
"22455"	553224	2
"22456"	553225	5
"22457"	553227	2
"22458"	553231	3
"22459"	553232	2
"22460"	553233	3
"22461"	553234	3
"22462"	553235	5
"22463"	553237	3
"22464"	553242	2
"22465"	553243	3
"22466"	553244	4
"22467"	553245	5
"22468"	553247	5
"22469"	553251	5
"22470"	553252	2
"22471"	553253	5
"22472"	553254	5
"22473"	553255	5
"22474"	553257	5
"22475"	553272	2
"22476"	553273	3
"22477"	553274	5
"22478"	553275	5
"22479"	553277	5
"22480"	553311	3
"22481"	553312	2
"22482"	553313	3
"22483"	553315	3
"22484"	553321	3
"22485"	553322	2
"22486"	553323	3
"22487"	553324	3
"22488"	553325	5
"22489"	553327	3
"22490"	553331	3
"22491"	553332	2
"22492"	553333	3
"22493"	553334	3
"22494"	553335	3
"22495"	553337	3
"22496"	553341	3
"22497"	553342	2
"22498"	553343	3
"22499"	553344	3
"22500"	553345	3
"22501"	553347	3
"22502"	553351	3
"22503"	553352	2
"22504"	553353	3
"22505"	553354	3
"22506"	553355	5
"22507"	553357	3
"22508"	553372	2
"22509"	553373	3
"22510"	553374	3
"22511"	553375	3
"22512"	553377	3
"22513"	553412	2
"22514"	553414	3
"22515"	553415	3
"22516"	553422	2
"22517"	553423	3
"22518"	553424	4
"22519"	553425	5
"22520"	553427	5
"22521"	553431	3
"22522"	553432	2
"22523"	553433	3
"22524"	553434	3
"22525"	553435	3
"22526"	553437	3
"22527"	553441	3
"22528"	553442	2
"22529"	553443	3
"22530"	553444	3
"22531"	553445	3
"22532"	553447	3
"22533"	553452	2
"22534"	553453	3
"22535"	553454	3
"22536"	553455	5
"22537"	553457	3
"22538"	553472	2
"22539"	553473	3
"22540"	553474	3
"22541"	553475	3
"22542"	553477	3
"22543"	553511	3
"22544"	553512	2
"22545"	553513	3
"22546"	553514	3
"22547"	553515	5
"22548"	553521	5
"22549"	553522	2
"22550"	553523	5
"22551"	553524	5
"22552"	553525	5
"22553"	553527	5
"22554"	553531	3
"22555"	553532	2
"22556"	553533	3
"22557"	553534	3
"22558"	553535	5
"22559"	553537	3
"22560"	553541	3
"22561"	553542	2
"22562"	553543	3
"22563"	553544	3
"22564"	553545	5
"22565"	553547	3
"22566"	553551	5
"22567"	553552	5
"22568"	553553	5
"22569"	553554	5
"22570"	553555	5
"22571"	553557	5
"22572"	553572	2
"22573"	553573	3
"22574"	553574	3
"22575"	553575	5
"22576"	553577	3
"22577"	553722	2
"22578"	553723	3
"22579"	553724	5
"22580"	553725	5
"22581"	553727	5
"22582"	553732	2
"22583"	553733	3
"22584"	553734	3
"22585"	553735	3
"22586"	553737	3
"22587"	553742	2
"22588"	553743	3
"22589"	553744	3
"22590"	553745	3
"22591"	553752	2
"22592"	553753	3
"22593"	553754	3
"22594"	553755	5
"22595"	553757	3
"22596"	553772	2
"22597"	553773	3
"22598"	553777	3
"22599"	554122	2
"22600"	554124	4
"22601"	554125	5
"22602"	554132	2
"22603"	554135	3
"22604"	554152	2
"22605"	554154	99
"22606"	554155	5
"22607"	554212	2
"22608"	554213	5
"22609"	554215	5
"22610"	554222	2
"22611"	554223	2
"22612"	554224	2
"22613"	554225	5
"22614"	554232	2
"22615"	554233	3
"22616"	554234	4
"22617"	554235	5
"22618"	554237	5
"22619"	554242	2
"22620"	554243	4
"22621"	554244	4
"22622"	554245	5
"22623"	554247	4
"22624"	554252	2
"22625"	554253	5
"22626"	554254	5
"22627"	554255	5
"22628"	554257	5
"22629"	554272	2
"22630"	554273	5
"22631"	554274	4
"22632"	554275	5
"22633"	554312	2
"22634"	554313	3
"22635"	554315	3
"22636"	554322	2
"22637"	554323	3
"22638"	554324	4
"22639"	554325	5
"22640"	554327	5
"22641"	554332	2
"22642"	554333	3
"22643"	554334	3
"22644"	554335	3
